,credit.policy,int.rate,installment,log.annual.inc,dti,days.with.cr.line,revol.bal,revol.util,delinq.2yrs,pub.rec,not.fully.paid,refi_possible,Loan_type
1563,1,0.1172,72.78,10.57821615,17.2,1410.0,4863,69.5,1,0,0,0,1
1564,1,0.1565,104.96,10.59663473,5.82,5550.0,7285,23.5,0,1,0,0,3
1565,1,0.1122,217.59,10.9525594,13.77,2160.0,11490,95.7,0,0,0,1,0
1566,1,0.1913,257.05,11.04132055,13.52,8130.0,7461,99.5,0,0,0,1,0
1567,1,0.1166,247.9,11.01862914,17.59,2850.0,6550,47.8,0,0,0,0,1
1568,1,0.1178,662.19,11.32328922,0.22,3510.041667,106,0.5,0,0,0,1,3
1569,1,0.1136,394.94,10.42228135,16.82,1770.041667,8169,64.8,0,0,0,1,0
1570,1,0.0932,293.91,10.86902549,19.63,7079.958333,1492,16.8,0,0,0,1,2
1571,1,0.1254,66.95,10.34174248,3.02,7380.0,3574,60.6,0,0,0,0,2
1572,1,0.0932,255.58,10.30895266,16.8,5969.958333,7590,25.7,0,0,0,1,5
1573,1,0.1025,809.62,11.91839057,7.66,6840.041667,8315,23.7,0,0,0,1,0
1574,1,0.1287,336.34,10.77895629,16.18,1860.0,5029,58.5,0,0,0,1,0
1575,1,0.0932,255.58,10.49127422,10.73,13770.0,8128,27.7,0,0,0,0,0
1576,1,0.1158,495.21,11.22524339,21.06,4919.958333,44880,61.0,0,0,0,0,0
1577,1,0.1411,342.29,10.1266311,13.73,4320.0,10564,72.4,0,1,1,1,0
1578,1,0.1148,98.91,12.79385931,2.09,3660.0,1950,10.7,0,0,0,1,0
1579,1,0.1565,510.8,11.48246626,18.73,4440.041667,31485,58.6,0,0,1,1,0
1580,1,0.1411,410.75,11.04285783,15.55,2250.0,4450,37.1,0,0,0,1,1
1581,1,0.1148,323.1,10.55581274,24.75,2159.958333,6095,23.4,0,0,0,1,0
1582,1,0.167,674.53,10.88743693,19.87,3904.958333,17176,73.4,0,0,1,1,0
1583,1,0.1158,305.38,11.91839057,14.47,4710.0,42053,66.6,0,0,0,1,3
1584,1,0.1426,171.53,11.40756495,15.6,7560.0,28532,99.4,0,0,0,1,0
1585,1,0.1062,130.24,9.392661929,14.1,8010.0,3361,21.1,0,0,0,1,1
1586,1,0.0859,63.23,9.903687533,8.7,4289.958333,4622,19.3,0,0,1,1,1
1587,1,0.1348,678.49,11.64745636,14.67,5041.041667,22908,59.2,0,0,0,0,0
1588,1,0.0894,476.58,11.1844214,10.2,13334.95833,4254,23.9,0,0,0,1,5
1589,1,0.1103,163.77,10.81977828,16.56,4499.958333,5584,80.9,0,1,0,0,5
1590,1,0.1062,97.68,10.3859137,0.37,11730.0,55,0.2,0,0,0,0,1
1591,1,0.1078,130.54,10.37349118,0.38,1290.041667,887,38.6,0,0,0,1,1
1592,1,0.1531,163.64,9.862665558,8.56,1920.0,1089,90.7,1,0,0,0,0
1593,1,0.1287,282.52,11.75194237,16.36,3540.0,26040,60.8,0,0,0,1,2
1594,1,0.16,703.15,11.00209984,15.9,5700.958333,15018,42.9,0,0,0,0,3
1595,1,0.0894,381.26,11.08214255,10.14,3755.041667,700,5.1,0,0,0,0,1
1596,1,0.1287,336.34,10.08580911,8.45,3750.041667,1303,18.4,1,0,0,0,1
1597,1,0.1229,281.84,14.52835448,0.13,1293.041667,8747,51.8,0,0,0,1,0
1598,1,0.1322,324.49,11.51292546,11.44,4770.0,4533,14.3,4,0,0,0,1
1599,1,0.1739,645.26,11.22390917,11.84,1591.0,12798,93.2,0,0,1,1,0
1600,1,0.1531,870.39,11.60823564,2.69,8130.0,11437,16.3,0,0,0,0,3
1601,1,0.1774,720.42,11.24331904,7.04,5100.0,11829,74.4,0,1,0,0,3
1602,1,0.1287,571.77,10.63103616,18.03,3120.041667,3629,82.5,0,0,0,1,1
1603,1,0.1229,100.06,10.6454249,1.71,2610.0,1487,45.1,0,0,1,1,4
1604,1,0.1218,133.2,11.60823564,11.87,9570.0,4254,64.5,0,0,0,1,1
1605,1,0.1322,676.02,11.01862914,9.68,6119.958333,1284,6.3,0,1,0,0,1
1606,1,0.1531,870.39,12.22587527,7.21,5101.0,28406,45.0,0,0,0,1,2
1607,1,0.1565,104.96,10.30895266,1.68,1470.0,2654,39.0,1,0,0,0,1
1608,1,0.1148,164.85,10.99065122,16.49,4619.958333,0,36.94,0,0,0,1,1
1609,1,0.1357,679.37,10.6454249,11.91,1410.958333,1458,12.4,0,0,0,0,4
1610,1,0.1197,76.36,11.00209984,24.94,6359.958333,21765,49.4,0,0,0,1,0
1611,1,0.133,338.39,11.69524702,6.31,6150.0,28653,89.3,0,0,1,1,3
1612,1,0.0751,130.66,10.59663473,15.57,2340.041667,1801,62.1,0,0,0,0,4
1613,1,0.1114,295.24,10.89673933,17.47,7140.041667,19109,38.0,0,0,0,0,0
1614,1,0.0705,61.8,10.71441777,3.68,7800.0,6669,23.8,0,0,0,1,1
1615,1,0.1273,201.4,10.95080655,7.73,4680.041667,0,0.0,1,2,0,0,1
1616,1,0.1183,803.5,11.87756858,4.79,2670.041667,2097,12.1,0,0,0,1,4
1617,1,0.0976,160.78,10.75790288,13.53,8429.958333,5000,23.1,0,0,0,1,1
1618,1,0.1062,390.72,11.40756495,24.16,3840.041667,32751,62.5,0,0,0,1,0
1619,1,0.1531,417.79,10.81985828,5.59,1830.0,6804,74.0,0,0,0,1,0
1620,1,0.0945,320.1,11.73606902,5.28,9120.0,9438,33.5,0,0,0,0,0
1621,1,0.1114,426.45,10.81977828,14.06,4410.0,12878,50.9,0,0,0,1,1
1622,1,0.074,62.12,10.91508846,1.88,5671.041667,2796,9.3,0,0,0,1,4
1623,1,0.1183,497.01,11.0744205,11.0,2879.958333,8318,50.7,0,0,0,1,0
1624,1,0.0932,127.79,10.6214249,12.99,2009.958333,2727,12.8,0,0,0,0,0
1625,1,0.1379,272.61,12.06155541,2.44,5377.0,14324,53.4,0,0,0,0,2
1626,0,0.1608,35.2,10.30895266,23.84,2490.0,10125,90.4,0,0,0,0,0
1627,0,0.1608,246.38,12.1521443,22.47,7212.0,150971,92.3,0,0,1,0,0
1628,0,0.16,787.53,11.26446411,19.34,3780.041667,15897,66.0,0,1,0,0,0
1629,0,0.164,126.4,10.30895266,29.6,1643.0,3043,58.5,0,0,1,1,5
1630,0,0.1482,242.05,10.71441777,19.12,2847.0,26531,52.6,0,0,1,0,0
1631,0,0.1482,172.89,10.6454249,18.51,4020.0,9792,64.0,0,0,1,0,0
1632,0,0.138,149.96,10.73639668,16.7,4339.0,314,12.6,1,0,0,0,0
1633,0,0.1482,311.2,11.39414193,19.34,4139.958333,38329,77.3,0,0,1,1,1
1634,0,0.1703,570.69,11.35510138,25.32,4149.958333,38781,54.5,0,0,0,0,0
1635,0,0.1229,236.81,10.1266311,15.55,990.0,10410,63.9,0,0,0,1,0
1636,0,0.1229,250.15,10.73639668,3.03,983.0,5556,27.1,0,0,0,0,2
1637,0,0.1387,231.98,11.51292546,14.64,3498.0,39411,97.8,0,0,0,1,0
1638,0,0.1387,163.75,10.77895629,9.18,7556.0,4945,64.2,2,1,0,0,1
1639,0,0.1671,385.27,10.91871823,26.52,2672.958333,21300,65.5,0,0,0,0,0
1640,0,0.0775,156.11,11.15625052,8.81,6389.958333,0,7.3,0,0,0,0,1
1641,0,0.0838,204.84,10.78931908,4.0,3661.0,0,2.9,0,0,0,0,1
1642,0,0.0807,136.45,11.69524702,4.0,4080.0,0,22.1,0,0,0,0,1
1643,0,0.0933,80.69,11.60823564,10.0,2819.958333,0,17.2,0,0,0,0,1
1644,0,0.0933,124.62,11.49272276,10.0,4079.958333,0,56.8,0,1,0,1,1
1645,0,0.1154,164.98,10.91508846,10.0,3190.0,2447,65.5,0,0,1,0,1
1646,0,0.1028,164.42,11.46163217,10.0,2310.0,0,20.1,1,0,0,0,1
1647,0,0.0964,32.11,9.392661929,10.0,1050.0,0,48.7,0,0,0,0,1
1648,0,0.0996,103.2,11.91839057,10.0,6030.041667,0,19.8,0,0,0,0,1
1649,0,0.1028,113.39,12.10071213,10.0,3990.0,0,21.7,0,0,0,0,1
1650,0,0.1122,211.85,10.37349118,10.0,3329.958333,0,38.3,0,0,0,0,1
1651,0,0.0964,208.66,9.903487553,10.0,1139.0,0,10.7,0,0,1,0,1
1652,0,0.0996,64.5,8.699514748,10.0,810.0,0,70.0,0,0,0,1,1
1653,0,0.1249,42.65,10.59663473,10.0,5790.0,0,51.5,0,0,1,0,1
1654,0,0.0933,95.86,9.903487553,10.0,3512.958333,0,48.1,0,0,0,0,1
1655,0,0.0901,95.42,10.46310334,10.0,4770.0,0,14.0,0,0,0,0,1
1656,0,0.0775,209.18,12.22098096,1.0,6840.041667,0,8.6,0,0,0,0,1
1657,0,0.0775,218.55,11.39075783,1.0,3570.041667,0,0.0,0,0,0,1,1
1658,0,0.0743,155.38,11.65442503,1.0,6750.041667,0,5.0,0,0,0,0,1
1659,0,0.1122,344.87,11.00209984,19.5,5609.958333,0,0.0,1,0,0,0,1
1660,0,0.0712,30.94,10.81977828,1.1,5910.0,0,0.8,0,0,0,0,1
1661,0,0.0838,81.94,8.779557456,6.46,1230.041667,0,0.1,0,0,1,0,1
1662,0,0.0743,93.23,11.28978191,0.39,4441.0,0,0.5,0,0,0,1,1
1663,0,0.0743,77.69,11.10682015,10.36,5250.041667,0,1.3,0,0,0,0,1
1664,0,0.0775,156.11,12.61153775,5.38,5641.0,0,23.5,0,0,0,0,1
1665,0,0.1407,34.21,10.1266311,16.27,567.0416667,0,85.0,0,0,0,0,1
1666,0,0.1091,45.78,10.59663473,8.61,8490.041667,0,0.5,0,1,0,1,1
1667,0,0.1122,164.23,10.23995979,3.51,1139.0,0,56.2,1,0,0,0,1
1668,0,0.0901,38.17,10.49127422,3.27,4680.0,0,2.2,1,0,0,0,1
1669,0,0.0964,141.25,10.30895266,3.72,1050.0,3493,63.5,0,0,0,1,0
1670,0,0.1059,195.28,9.903487553,12.9,4169.958333,13660,66.0,0,0,0,0,0
1671,0,0.0712,61.87,11.91839057,5.6,8489.958333,150786,2.2,0,0,0,1,0
1672,0,0.147,345.18,10.81977828,7.22,2820.0,10025,85.0,2,0,0,0,5
1673,0,0.0964,61.0,11.51292546,10.0,6360.041667,0,41.5,0,0,0,0,0
1674,0,0.1312,180.57,8.29404964,15.0,178.9583333,0,47.8,0,0,0,1,1
1675,0,0.1312,226.98,11.00209984,13.16,5880.0,5513,88.9,0,1,1,0,0
1676,0,0.1438,89.35,10.6454249,16.91,5549.0,4139,52.4,4,1,1,0,1
1677,0,0.1091,114.44,9.61580548,11.52,990.0,3570,72.4,0,0,0,1,0
1678,0,0.1186,265.17,11.05089001,10.42,6388.958333,7406,58.8,0,1,1,0,0
1679,0,0.1312,135.01,10.37349118,7.91,5609.958333,9129,73.3,0,1,0,0,2
1680,0,0.1028,38.88,8.29404964,8.1,368.0,900,37.5,0,0,0,1,5
1681,0,0.1249,150.52,10.34174248,9.56,780.0,4494,76.2,0,0,0,1,0
1682,0,0.1438,61.86,10.59663473,4.11,629.0,6214,55.0,0,0,1,0,5
1683,0,0.1122,164.23,11.01862914,14.48,2969.0,9442,51.3,0,0,1,0,1
1684,0,0.1596,316.25,9.903487553,15.66,5370.0,5673,22.0,0,0,0,0,0
1685,0,0.1438,68.73,10.59663473,15.57,238.9583333,17312,86.6,0,0,0,0,1
1686,0,0.147,110.46,9.472704636,9.42,449.0,1670,55.6,0,0,0,0,0
1687,0,0.1754,43.11,9.169518377,8.38,659.0,546,47.6,1,0,0,0,5
1688,0,0.1249,140.48,10.80972795,7.68,1019.0,6670,72.5,0,0,0,1,0
1689,0,0.1501,34.68,9.757305042,20.0,1052.0,2484,35.4,0,0,0,0,0
1690,0,0.1059,133.44,10.59663473,9.51,406.0,705,54.2,0,0,0,0,5
1691,0,0.1375,102.17,9.392661929,19.3,5668.958333,2545,14.4,1,0,1,0,0
1692,0,0.1533,365.69,11.03488966,1.72,1470.0,1437,95.8,0,0,1,0,1
1693,0,0.1407,171.05,10.71441777,0.53,2846.0,123,41.0,13,0,0,0,0
1694,0,0.1091,425.04,11.03488966,20.0,4979.958333,13748,50.2,0,1,0,0,0
1695,0,0.0996,257.99,10.1266311,0.48,599.9583333,316,19.2,0,0,0,1,1
1696,0,0.1722,464.95,10.37349118,15.98,810.0,6703,79.8,0,0,1,0,1
1697,0,0.1438,412.37,9.61580548,6.48,1140.0,1464,83.7,0,0,0,0,5
1698,0,0.1628,670.59,11.51292546,9.79,449.0,1603,64.1,0,0,1,1,1
1699,0,0.128,201.6,10.95080655,15.2,6449.958333,13622,79.7,2,1,0,0,0
1700,0,0.1091,196.18,8.853665428,8.57,334.0,0,25.2,0,0,1,0,1
1701,0,0.1533,332.6,12.50617724,7.33,5009.958333,107007,29.8,0,0,1,0,0
1702,0,0.1501,443.81,9.798127037,2.2,1548.0,668,66.8,0,0,0,1,5
1703,0,0.0838,63.03,9.998797732,13.09,599.9583333,425,9.4,0,0,0,1,0
1704,0,0.0743,108.77,12.61153775,1.0,8593.958333,150786,17.0,0,0,0,1,0
1705,0,0.1691,318.69,11.15625052,1.35,780.0,2864,81.6,0,0,1,0,0
1706,0,0.1343,193.26,11.08214255,18.22,990.9583333,3023,12.6,0,1,0,0,0
1707,0,0.0964,287.3,11.51292546,18.24,4829.0,2150,4.2,1,0,0,0,3
1708,0,0.1565,131.19,8.892886141,17.31,3478.958333,0,69.5,0,0,1,0,1
1709,0,0.0807,141.15,9.811372264,3.29,1200.0,0,0.0,0,0,0,1,1
1710,0,0.0838,94.54,9.903487553,6.72,3149.958333,7021,27.4,0,0,0,0,5
1711,0,0.1186,49.72,10.23995979,14.31,539.9583333,0,0.0,1,0,0,0,1
1712,0,0.147,207.11,9.998797732,20.0,2614.0,15782,36.2,0,0,0,0,0
1713,0,0.1596,388.28,10.22976514,12.9,3720.0,2621,51.5,0,0,1,0,0
1714,0,0.0743,77.69,10.03451581,0.53,3630.0,416,10.4,0,0,1,0,1
1715,0,0.1501,403.07,10.38899537,0.74,238.9583333,381,63.5,0,0,0,0,3
1716,0,0.1722,64.38,7.547501683,18.99,450.0,702,87.7,0,0,0,0,0
1717,0,0.1722,525.75,10.1266311,14.74,5820.0,1055,39.1,0,0,0,1,0
1718,0,0.1375,102.17,8.862483576,2.38,3972.0,469,93.8,1,0,0,0,5
1719,0,0.0933,127.82,10.81977828,4.0,995.9583333,6500,80.0,0,0,0,0,1
1720,0,0.1533,364.82,10.20359214,13.02,1109.0,8742,87.4,0,0,0,0,0
1721,0,0.0807,78.42,11.28978191,0.09,6678.0,6,1.5,1,0,0,0,1
1722,0,0.1533,364.82,10.59663473,11.76,1019.958333,12274,66.3,0,0,0,0,0
1723,0,0.1091,98.09,9.472704636,4.62,359.0,0,0.0,0,0,0,1,1
1724,0,0.1375,170.29,9.903487553,0.0,1230.0,0,0.0,1,0,1,0,0
1725,0,0.1059,156.23,9.652844328,0.0,1109.0,0,0.0,0,0,0,0,5
1726,0,0.1091,163.48,10.46310334,1.2,599.9583333,350,31.8,0,0,1,0,0
1727,0,0.1186,348.03,10.81977828,13.8,1440.0,18927,77.9,0,0,0,0,0
1728,0,0.1596,84.34,10.04324949,15.86,569.9583333,231,77.0,0,0,1,0,2
1729,0,0.147,207.11,11.26446411,10.23,599.9583333,4103,93.7,0,0,0,0,0
1730,0,0.1628,441.18,11.40756495,1.31,2550.0,3864,56.7,2,0,0,0,0
1731,0,0.1312,67.51,10.71441777,4.83,2489.958333,0,0.0,0,0,1,0,2
1732,0,0.1628,303.55,10.93310697,11.38,2520.0,9221,98.1,2,0,0,0,0
1733,0,0.1375,340.57,10.30895266,2.16,629.9583333,1863,51.0,0,0,1,0,0
1734,0,0.1122,131.38,10.16585182,10.85,291.9583333,25,2.5,0,0,1,0,1
1735,0,0.0838,15.76,10.40426284,2.15,6359.0,3461,18.6,0,0,0,0,1
1736,0,0.1722,303.98,10.23995979,22.93,1800.0,7985,89.5,0,0,0,0,0
1737,0,0.1786,360.83,10.71441777,15.65,3964.958333,13784,61.5,1,0,0,0,0
1738,0,0.1501,151.69,11.08214255,5.48,1739.958333,4982,73.8,0,1,1,0,5
1739,0,0.1754,538.84,11.08214255,10.01,2368.958333,2469,94.5,0,0,1,0,1
1740,0,0.1028,129.6,9.893437217,5.82,539.9583333,7276,35.1,0,0,0,0,0
1741,0,0.0933,131.01,9.680344001,2.7,391.0,355,59.2,0,0,0,1,1
1742,0,0.1467,345.04,11.10194518,0.76,10859.95833,991,15.2,3,0,0,0,2
1743,0,0.1122,118.24,10.81977828,2.86,181.0,736,51.3,0,0,0,0,1
1744,0,0.1786,184.02,11.00209984,5.3,720.0,4333,95.4,0,0,1,0,0
1745,0,0.1596,421.65,11.28978191,4.61,299.9583333,339,82.7,0,0,0,0,5
1746,0,0.1375,166.88,10.68051622,3.01,1260.0,1893,90.1,0,1,1,0,0
1747,0,0.087,158.31,9.61580548,9.84,2220.0,5243,31.6,0,0,1,0,1
1748,0,0.1438,240.54,10.91508846,8.9,3000.0,5390,66.9,0,0,0,0,5
1749,0,0.1122,67.33,11.47210347,25.0,4202.958333,74292,94.6,0,0,0,1,2
1750,0,0.1407,82.11,10.54534144,18.51,4318.958333,5295,83.0,1,0,1,0,5
1751,0,0.1754,224.52,10.46310334,19.85,5460.0,17659,58.7,0,0,1,0,0
1752,0,0.1343,169.51,9.903487553,0.0,330.0,0,0.0,0,0,1,1,0
1753,0,0.1722,305.77,11.00209984,8.84,720.0,5059,79.0,0,0,1,0,3
1754,0,0.1154,494.93,10.81977828,0.0,299.9583333,557,22.3,0,0,0,1,0
1755,0,0.1533,98.39,10.30895266,21.28,1830.0,509,72.7,0,0,0,0,0
1756,0,0.1407,191.59,9.61580548,2.0,238.9583333,852,77.5,0,0,1,0,2
1757,0,0.1343,81.37,9.903487553,11.64,2819.958333,233,15.1,5,0,0,0,0
1758,0,0.1312,141.76,9.210340372,10.68,390.0,2942,58.8,0,0,0,0,1
1759,0,0.1407,143.69,10.08580911,12.55,2220.0,0,0.0,0,0,1,0,1
1760,0,0.1786,432.99,10.6046029,12.83,2878.958333,4157,96.7,0,1,1,0,0
1761,0,0.1122,173.25,11.15625052,25.78,4080.0,17844,31.1,0,0,0,1,1
1762,0,0.1786,158.77,11.73606902,25.77,7979.958333,68438,96.2,1,1,0,0,0
1763,0,0.1375,204.34,9.903487553,8.4,543.9583333,1421,71.7,0,0,0,0,0
1764,0,0.087,158.31,10.24065669,1.8,900.0,827,51.7,0,0,1,0,1
1765,0,0.1467,316.58,10.49127422,0.33,360.0,136,1.1,0,0,1,0,1
1766,0,0.1659,510.47,11.03488966,24.45,1260.0,15783,74.5,0,0,0,0,1
1767,0,0.1501,145.62,11.08214255,10.69,2969.0,3028,9.8,1,0,0,0,1
1768,0,0.1501,332.84,11.40756495,15.33,6418.958333,22158,80.7,2,1,0,0,0
1769,0,0.128,278.03,10.96819829,7.99,6210.0,2303,32.9,2,0,0,0,1
1770,0,0.1754,290.97,10.89673933,9.98,3450.0,18865,60.8,0,0,1,0,3
1771,0,0.1375,170.29,9.903487553,0.6,1289.958333,77,11.0,1,0,0,0,0
1772,0,0.1059,162.73,10.30895266,1.8,420.0,829,21.8,0,0,0,0,5
1773,0,0.1596,298.67,10.27505111,11.42,4050.0,3879,71.8,0,1,1,0,0
1774,0,0.1438,359.95,10.96819829,4.26,2009.958333,14000,55.8,0,0,0,0,0
1775,0,0.1754,376.29,10.34174248,22.37,4470.0,10713,82.4,0,0,1,0,0
1776,0,0.1059,265.25,11.85863349,6.7,6359.0,7260,41.7,0,0,0,0,5
1777,0,0.1533,870.68,12.01370075,13.35,6659.0,18538,47.3,1,1,1,0,3
1778,0,0.1407,205.27,10.49127422,0.0,5879.0,0,0.0,2,0,1,0,1
1779,0,0.1438,149.48,9.852194258,13.45,1139.0,2422,105.3,0,0,0,0,0
1780,0,0.1312,168.76,9.729134165,5.36,299.9583333,2486,82.9,0,0,1,1,1
1781,0,0.0901,15.91,7.60090246,0.0,238.9583333,0,0.0,0,0,1,0,1
1782,0,0.128,334.3,10.20359214,1.42,299.9583333,938,47.6,0,0,0,0,1
1783,0,0.1154,131.99,9.825526011,1.3,2910.0,258,86.0,0,0,1,0,0
1784,0,0.1438,768.01,12.30138283,14.5,7387.0,81330,77.5,0,0,0,0,3
1785,0,0.1028,259.2,9.83091686,6.97,629.9583333,4380,49.2,0,0,0,1,0
1786,0,0.1122,131.38,9.574983486,1.67,1289.958333,74,37.0,0,0,0,0,1
1787,0,0.1438,359.95,11.22524339,13.07,2429.958333,22764,39.7,0,0,0,1,0
1788,0,0.1312,230.36,11.41861479,9.63,2489.958333,5537,79.1,0,0,0,0,0
1789,0,0.1154,659.91,13.33100224,2.33,4005.958333,0,0.0,0,0,1,0,3
1790,0,0.1028,294.83,10.4341158,10.66,599.9583333,1521,27.7,0,0,1,0,2
1791,0,0.1217,199.78,10.30895266,2.2,658.9583333,2468,79.6,0,0,0,1,0
1792,0,0.1122,131.38,10.40426284,15.27,2700.0,3323,32.6,0,0,0,0,0
1793,0,0.1438,123.71,10.35774282,18.51,3390.0,869,96.6,0,0,0,0,0
1794,0,0.0964,320.99,9.998797732,18.55,540.0,63,4.2,0,0,0,0,2
1795,0,0.1628,99.71,11.00209984,4.22,479.0,2581,64.5,0,0,0,0,0
1796,0,0.1186,23.21,10.0604913,11.33,2879.958333,4479,101.8,0,0,1,1,0
1797,0,0.1217,299.67,9.998797732,3.27,708.9583333,0,0.0,0,0,0,1,5
1798,0,0.1501,346.71,10.34174248,23.34,2190.0,3283,63.1,0,0,0,0,3
1799,0,0.1754,500.22,10.71441777,23.65,2670.0,81695,92.9,0,0,0,1,0
1800,0,0.1407,171.06,9.472704636,13.38,810.0,5908,34.8,0,0,0,0,5
1801,0,0.1754,705.87,10.71441777,25.63,2670.0,35460,86.7,0,0,0,0,0
1802,0,0.1249,836.23,11.31447453,15.13,11430.0,43302,53.8,0,0,1,0,3
1803,0,0.1596,878.44,11.56171563,26.55,6630.0,78203,90.0,0,0,0,1,3
1804,0,0.0933,287.59,9.61580548,13.36,3268.958333,2588,103.5,0,0,1,1,1
1805,0,0.1028,162.0,11.15625052,0.26,344.9583333,1169,48.7,0,0,0,1,0
1806,0,0.1438,227.66,10.71441777,15.63,2099.958333,5575,66.4,1,0,1,0,0
1807,0,0.1154,98.99,11.22524339,18.26,2670.0,1393,43.5,0,0,0,0,1
1808,0,0.1628,59.12,11.38509209,26.52,3959.958333,51914,88.5,0,0,1,1,2
1809,0,0.1343,186.46,10.49127422,16.03,2159.958333,3132,97.9,0,0,0,0,0
1810,0,0.1154,164.98,10.62132735,10.36,6839.958333,15301,46.8,1,0,0,0,1
1811,0,0.1596,337.32,11.09741002,23.27,7593.958333,25348,91.6,0,0,0,1,0
1812,0,0.0933,178.94,11.46163217,0.13,210.0,327,21.8,0,0,0,1,3
1813,0,0.1028,181.44,8.517193191,0.0,238.9583333,0,0.0,0,0,1,0,1
1814,0,0.1438,240.54,10.30895266,4.04,450.0,2288,53.2,0,0,1,0,0
1815,0,0.1122,246.33,9.903487553,5.46,1260.0,4310,50.7,0,0,1,0,0
1816,0,0.1122,82.11,10.30895266,0.4,1590.0,174,9.2,1,0,0,0,5
1817,0,0.1407,136.0,10.73639668,13.51,1708.958333,4033,53.1,0,0,0,0,0
1818,0,0.0964,192.6,11.60823564,15.49,5280.0,33985,85.0,0,0,0,0,0
1819,0,0.1565,293.87,10.49127422,21.5,1830.0,3896,34.2,0,0,1,0,1
1820,0,0.128,67.2,9.903487553,2.58,1830.0,1123,23.1,2,0,1,0,0
1821,0,0.128,335.98,10.93596004,5.04,1049.958333,11766,72.6,0,0,1,1,0
1822,0,0.1407,239.49,10.6974208,14.92,3720.0,0,0.0,2,0,0,0,1
1823,0,0.0964,385.19,10.37349118,1.99,2310.0,6306,36.7,0,0,1,0,2
1824,0,0.147,621.34,11.69524702,26.25,5909.0,130799,89.4,0,0,0,0,0
1825,0,0.1407,29.08,10.23995979,21.26,2339.0,14479,78.3,0,0,0,0,1
1826,0,0.1091,326.97,11.22524339,8.0,2189.958333,1170,49.1,0,1,1,0,0
1827,0,0.1375,272.46,9.903487553,13.2,1110.0,6014,72.5,0,0,0,0,0
1828,0,0.128,161.27,11.04292184,12.61,2609.0,9212,56.9,3,0,0,0,0
1829,0,0.1312,202.52,11.00209984,1.02,539.0,1328,41.5,0,0,0,0,1
1830,0,0.147,324.48,11.17043516,21.58,2984.0,1992,18.3,6,0,0,0,0
1831,0,0.1407,855.3,12.04355372,20.2,5774.0,216959,45.4,0,0,0,0,3
1832,0,0.1375,170.29,9.680344001,9.45,841.0,4467,93.1,0,0,0,0,0
1833,0,0.0933,319.54,11.2515607,16.29,3480.0,2,0.1,0,0,0,0,5
1834,0,0.1407,51.32,9.341368634,22.95,329.9583333,1201,75.1,0,0,1,0,1
1835,0,0.1786,88.41,10.91508846,9.62,1230.0,1190,119.0,0,0,0,0,0
1836,0,0.1375,81.74,10.99373159,18.51,7110.0,21899,69.1,2,0,0,0,1
1837,0,0.128,167.99,11.51292546,9.98,2519.958333,40238,63.2,0,0,0,0,3
1838,0,0.1375,170.29,10.20507253,1.6,450.0416667,1202,92.5,0,0,0,0,1
1839,0,0.128,167.99,9.903487553,19.02,959.0,0,0.0,0,0,0,1,3
1840,0,0.1628,882.39,11.69524702,19.02,6390.041667,121719,60.0,0,0,1,0,0
1841,0,0.1312,168.76,9.61580548,8.72,1530.041667,5183,46.3,1,0,1,0,0
1842,0,0.1596,489.29,11.08214255,21.93,6030.041667,254,36.3,1,0,1,0,3
1843,0,0.1343,508.53,10.91508846,19.44,4860.041667,15973,31.6,3,0,1,0,3
1844,0,0.1343,162.73,11.12726298,12.11,5489.0,8174,76.7,0,1,0,0,1
1845,0,0.1091,326.97,10.66895539,4.19,630.0,58,7.2,0,0,1,1,5
1846,0,0.0996,386.99,10.71441777,2.48,2981.041667,1458,11.0,0,0,0,0,1
1847,0,0.1438,206.18,9.969275293,18.93,570.0416667,1400,16.9,0,0,0,0,0
1848,0,0.1438,227.66,10.71441777,18.32,1140.041667,6367,80.6,0,0,0,0,1
1849,0,0.1533,487.59,11.23848862,9.49,2789.0,16075,80.4,1,0,1,0,1
1850,0,0.128,201.59,9.392661929,3.0,479.0416667,884,55.2,0,0,0,1,5
1851,0,0.1501,520.06,10.50506754,4.64,7589.0,4727,89.2,0,0,0,0,3
1852,0,0.1217,233.07,10.66895539,11.58,6221.0,2778,99.2,0,0,0,0,0
1853,0,0.1154,19.8,8.517193191,4.8,750.0416667,228,19.0,0,0,0,0,1
1854,0,0.1659,35.45,9.560997244,27.55,2819.0,7400,77.1,0,0,1,0,0
1855,0,0.1438,30.93,10.27505111,3.1,420.0416667,997,7.3,0,0,1,0,1
1856,0,0.1122,164.22,11.35040654,7.4,3360.041667,2695,29.9,0,0,1,0,0
1857,0,0.0996,257.99,9.903487553,1.5,479.0416667,358,6.0,0,0,0,1,0
1858,0,0.1722,357.63,12.07254125,26.13,4949.041667,69407,78.6,0,0,0,0,0
1859,0,0.128,161.27,10.02127059,10.29,3180.0,5070,72.4,1,0,0,0,0
1860,0,0.1375,286.08,10.4341158,14.29,990.0,4206,75.1,0,0,0,1,0
1861,0,0.1438,359.95,10.89673933,4.33,4529.041667,21964,83.5,0,0,1,0,0
1862,0,0.1312,843.8,12.4292162,25.03,8460.041667,401941,20.7,0,0,1,1,3
1863,0,0.087,177.3,9.071078305,17.52,4351.0,9419,26.5,0,0,0,1,1
1864,0,0.1438,412.35,11.51292546,11.4,7350.041667,37367,66.5,0,0,0,0,3
1865,0,0.1059,624.87,10.49127422,0.33,300.0,89,1.6,0,0,1,1,0
